Question,Option1,Option2,Option3,Option4,Option5,Option6,"Correct Option
(Note:- if correct option is Option1 then insert 1)",Category Name,Marks
"An enterprise wants to use a 3rd party SaaS application hosted by another AWS account.
The SaaS application needs to have access to issue several API commands to discover
Amazon EC2 resources running within the enterprise’s account. The enterprise has internal
security policies that require any outside access to their environment must conform to the
principles of least privilege and there must be controls in place to ensure that the
credentials used by the SaaS vendor cannot be used by any other third party.
Which of the following options would meet all of these conditions?","From the AWS Management Console, navigate to the Security Credentials
page and retrieve the access and secret key for your account","Create an IAM user within the enterprise account assign a user policy to the
IAM user that allows only the actions required by the SaaS application.
Create a new access and secret key for the user and provide these
credentials to the SaaS provider.","Create an IAM role for cross-account access that allows the SaaS
provider’s account to assume the role and assign it a policy that
allows only the actions required by the SaaS application.","Create an IAM role for EC2 instances, assign it a policy which allows only
the actions required for the Saas application to work, provide the role
ARN to the SaaS provider, to be used when launching their application
instances.",,,3,Professional,5
"You are designing a data leak prevention solution for your VPC environment. You want
your VPC Instances to be able to access software depots and distributions on the Internetfor product updates. The depots and distributions are accessible via the third party via
their URLs. You want to explicitly deny any other outbound connections from your VPC
instances to hosts on the internet.
Which of the following options would you consider?","Place all EC2 instances that do not require direct access to the
internet in private subnets so their egress traffic can be directed to a
web proxy server in public subnet and enforce URL based rules for
outbound access.","Implement security groups and configure outbound rules to only permit
traffic to software depots","Move all your instances into private VPC subnets. Remove default routes
from all routing tables and add specific routes to the software depots and
distributions only","Implement network access control lists to allow traffic from specific
destinations, with an implicit deny as a rule.",,,1,Professional,5
"An administrator is using Amazon CloudFormation to deploy a three-tier web application
that consists of a web tier and application tier that will utilize Amazon DynamoDB for
storage. While creating the CloudFormation template which of the following would allow
the application instance access to the DynamoDB tables without exposing API
credentials?","Create an Identity and Access Management Role that has the required
permissions to read and write from the required DynamoDB table and
associate the Role to the application instances by referencing an instance
profile.","Use the Parameter section in the Cloud Formation template to have the
user input Access and Secret Keys from an already created IAM user that
has me permissions required to read and write from the required
DynamoDB table.","Create an IAM Role that has the required permission to read and write
from the required DynamoDB table, add the role to the instance
profile and associate the instance profile with the application instance","Create an identity and Access Management user in the CloudFormation
template that has permissions to read and write from the required
DynamoDB table, use the GetAtt function to retrieve the Access and secret
keys and pass them to the application instance through user-data.",,,3,Professional,5
"An AWS customer is deploying an application that is composed of an auto scaling group
of EC2 Instances. The customer's security policy requires that every outbound connection
from these instances to any other service within the customers Virtual Private Cloud must
be authenticated using a unique X.509 certificate that contains the specific instance ID. In
addition, an X.509 certificate must be designed by the AWS Key Management Service
(KMS) in order to be trusted for authentication.
Which of the following configurations will support these requirements?","Configure an IAM Role that grants access to an Amazon S3 object
containing a signed certificate and configure an Auto Scaling group to
launch instances with this role. Have the instances bootstrap, get the
certificate from Amazon S3 upon first boot","Embed a certificate into the Amazon Machine Image that is used by the
Auto Scaling group Have the launched instances, generate a certificate
signature request with the instance’s assigned instance-id to the AWS KMS
for signature.","Configure the AutoScaling group to send an SNS notification of the
launch of a new instance to the AWS Certificate Manager. Create a
signed certificate using AWS Certificate Manager (ACM).","Configure the launched instances to generate a new certificate upon first
boot. Have the AWS KMS poll the Auto Scaling group for associated
instances and send new instances a certificate signature (that contains the
specific instance-id).",,,3,Professional,5
"You are given a task with moving a legacy application from a virtual machine running
inside your datacenter to an Amazon VPC. Unfortunately, this app requires access to anumber of on-premise services and no one who configured the app still works for your
company. Even worse, there’s no documentation for it. What does the application running
inside the VPC need to reach out to on-premises services?
Choose 3 options the below:","An AWS Direct Connect link between the VPC and the network
housing the internal services.",An Internet Gateway to allow a VPN connection.,An Elastic IP address on the VPC instance,An IP address space that does not conflict with the one on-premises,"Entries in Amazon Route 53 that allow the Instance to resolve its
dependencies’ IP addresses",A VM Import of the current virtual machine,1 &4 & 6,Professional,5
"Your company has recently extended its data center into a VPC on AWS to add burst
computing capacity as needed. Members of your Network Operations Center need to be
able to go to the AWS Management Console and administer Amazon EC2 instances as
necessary. You don’t want to create new IAM users for each member and make those users sign in again to the AWS Management Console. Which option below will meet the
needs of your NOC members?","Use OAuth 2.0 to retrieve temporary AWS security credentials to enable
your members to sign in to the AWS Management Console.","Use web Identity Federation to retrieve AWS temporary security
credentials to enable your members to sign in to the AWS Management
Console.","Use your on-premises SAML 2.0-compliant identity provider (IDP) to
grant the members federated access to the AWS Management
Console via the AWS single sign-on (SSO) endpoint","Use your on-premises SAML 2.0-compliant identity provider (IDP) to
retrieve temporary security credentials to enable members to sign in to the
AWS Management Console.",,,3,Professional,5
"You are designing an SSL/TLS solution that requires HTTPS clients to be authenticated by
the Web server using client certificate authentication. The solution must be resilient.
Which of the following options would you consider for configuring the web server
infrastructure?
Choose any 2 options from the list given below, each one being an independent solution
to the scenario.","Configure ELB with TCP listeners on TCP/443 and place the Web
servers behind it.","Configure your Web servers with EIP’s. Place the Web servers in a
Route53 Record Set and configure health checks against all Web
servers.","Configure ELB with HTTPS listeners, and place the Web servers behind it.","Configure your web servers as the origins for a CloudFront distribution. Use
custom SSL certificates on your CloudFront distribution.",,,1 & 2,Professional,5
"You are designing a connectivity solution between on-premises infrastructure and
Amazon VPC. Your servers on-premises will be communicating with your VPC instances.
You will be establishing IPSec tunnels over the internet. You will be using Virtual
Private Gateways and terminating the IPsec tunnels on AWS-supported customer
gateways.
Which of the following objectives would you achieve by implementing an IPSec tunnel as
outlined above?
Choose 4 answers from the below:",End-to-end protection of data in transit,End-to-end Identity authentication,Data encryption across the Internet,Protection of data in transit over the Internet,"Peer identity authentication between Virtual Private Gateway and
customer gateway is achieved as it is imperative for its
implementation",Data integrity protection across the Internet,3 &4&5&6,Professional,5
"You are designing an intrusion detection prevention (IDS/IPS) solution for a customer's
web application in a single VPC. You are considering the options for implementing IDS/IPS
protection for traffic coming from the Internet. Which of the following options would you
consider?
Choose 2 options from the below",Implement IDS/IPS agents on each Instance running In VPC,"Configure an instance in each subnet to switch its network interface card to
promiscuous mode and analyze network traffic.","Implement Elastic Load Balancing with SSL listeners In front of the web
applications","Implement a reverse proxy layer in front of web servers and configure
IDS/IPS agents on each reverse proxy server.",,,1 & 4,Professional,5
"You are designing a photo-sharing mobile app. The application will store all pictures in a
single Amazon S3 bucket. Users will upload pictures from their mobile device directly to
Amazon S3 and will be able to view and download their own pictures directly from
Amazon S3. You want to configure security to handle potentially millions of users in the
most secure manner possible.
What should be done by your server-side application, when a new user registers on the
photo-sharing mobile application?","Create a set of long-term credentials using AWS Security Token Service
with appropriate permissions. Store these credentials in the mobile app
and use them to access Amazon S3.","Record the user’s Information in Amazon RDS and create a role in IAM
with appropriate permissions. When the user uses their mobile app
create temporary credentials using the AWS Security Token Service
‘AssumeRole’ function, store these credentials in the mobile app’s
memory and use them to access Amazon S3. Generate new
credentials the next time the user runs the mobile app.","Record the user’s Information In Amazon DynamoDB. When the user uses
their mobile app create temporary credentials using AWS Security Token
Service with appropriate permissions. Store these credentials in the mobile
app’s memory and use them to access Amazon S3. Generate new
credentials the next time the user runs the mobile app.","Create IAM user. Assign appropriate permissions to the IAM user Generate
an access keyand secret key for the IAM user, store them in the mobile app
and use thesecredentials to access Amazon S3.","Create an IAM user. Update the bucket policy with appropriate permissions
for the IAM user. Generate an access Key and secret Key for the IAM user,
store them in the mobile app and use these credentials to access Amazon
S3.",,2,Professional,5
"You have an application running on an EC2 Instance which will allow users to download
files from a private S3 bucket using a pre-signed URL. Before generating the URL, the
application should verify the existence of the file in S3. How should the application use
AWS credentials to access the S3 bucket securely?","Use the AWS account access Keys. The application retrieves the
credentials from the source code of the application.","Create an IAM user for the application with permissions that allow list
access to the S3 bucket launch the instance as the IAM user and retrieve
the IAM user’s credentials from the EC2 instance user data.","Create an IAM role for EC2 that allows list access to objects in the S3
bucket. Launch the instance with the role, and retrieve the role’s
credentials from the EC2 Instance metadata","Create an IAM user for the application with permissions that allow list
access to the S3 bucket. The application retrieves the IAM user credentials
from a temporary directory with permissions that allow read access only to
the application user.",,,3,Professional,5
"You are designing a social media site and are considering how to mitigate distributed
denial-of-service (DDoS) attacks. Which of the below are viable mitigation techniques?
Choose 3 options from the below","Add multiple elastic network interfaces (ENIs) to each EC2 instance to
increase the network bandwidth.","Use dedicated instances to ensure that each instance has the maximum
performance possible.","Use an Amazon CloudFront distribution for both static and dynamic
content.","Use an Elastic Load Balancer with Auto Scaling Groups at the
web Application layer restricting direct internet traffic to Amazon
Relational Database Service (RDS) tiers.","Add alert Amazon CloudWatch to look for high network in and CPU
utilization.","Create processes and capabilities to quickly add and remove rules to the
instance OS firewall",3&4&5,Professional,5
"A benefits enrollment company is hosting a 3-tier web application running in a VPC on
AWS which includes a NAT (Network Address Translation) instance in the public Web tier.
There is enough provisioned capacity for the expected workload for the new fiscal year
benefit enrollment period plus some extra overhead. Enrollment proceeds nicely for two
days and then the web tier becomes unresponsive, upon investigation using CloudWatch
and other monitoring tools. It is discovered that there is an extremely large and
unanticipated amount of inbound traffic coming from a set of 15 specific IP addresses over
port 80 from a country where the benefits company has no customers. The web tier
instances are so overloaded that benefit enrolment administrators cannot even SSH into
them. Which activity would be useful in defending against this attack?","Create a custom route table associated with the web tier and block the
attacking IP addresses from the IGW (internet Gateway)","Change the EIP (Elastic IP Address) of the NAT instance in the web tier
subnet and update the Main Route Table with the new EIP","Create 15 Security Group rules to block the attacking IP addresses over
port 80","Create an inbound NACL (Network Access control list) associated with
the web tier subnet with deny rules to block the attacking IP
addresses",,,4,Professional,5
"Your fortune 500 company has undertaken a TCO analysis evaluating the use of Amazon
S3 versus acquiring more hardware. The outcome was that all employees would be
granted access to use Amazon S3 for storage of their personal documents. Which of the
following will you need to consider so you can set up a solution that incorporates single
sign-on from your corporate AD or LDAP directory?
Choose 3 options from the below",Setting up a federation proxy or identity provider,Using AWS Security Token Service to generate temporary tokens,Tagging each folder in the bucket,Configuring IAM role,"Setting up a matching IAM user for every user in your corporate directory
that needs access to a folder in the bucket",,1&2&4,Professional,5
"Your company is getting ready to do a major public announcement of a social media site
on AWS. The website is running on EC2 instances deployed across multiple Availability
Zones with a Multi-AZ RDS MySQL Extra Large DB Instance. The site performs a high
number of small reads and writes per second and relies on an eventual consistency
model. After comprehensive tests, you discover that there is read contention on RDS
MySQL. Which are the best approaches to meet these requirements?
Choose 2 options from the below:","Deploy ElasticCache in-memory cache running in each availability
zone",Implement sharding to distribute load to multiple RDS MySQL instances,Increase the RDS MySQL Instance size and implement provisioned IOPS,Add an RDS MySQL read replica in each availability zone,,,1&4,Professional,5
"A large financial application generates logs in comma separated format and saves to S3
for the processing. After each file is generated a message is sent to SQS from where EC2
picks the message and starts the processing. EC2 instances are running behind load
balancers which are monitoring the SQS queue. Once the processing is completed, the
processed files are stored into another S3 bucket for the reporting purpose. EC2 loads the
application from S3 on the startup. Based on the application release logs, there has been
more than a few releases made to the application last month. The data security and
monitoring team want to check the application logs to make sure the logs are not
revealing any sensitive information. How can you complete this process effectively
without interrupting the auto-scaling or the application release cycle?","Enable CloudTrail and redirect all the system logs to the S3. Download the
log files from S3 and check","Suspend the AutoScaling Terminate process, log into the machines which
have been recently started and check the logs","Install the CloudWatch Logs Agents, redirect the logs to the
CloudWatch. Trigger a Lambda function to process the logs in real
time.","Take daily snapshots of the instances, mount the recent snapshots to
another instance and check the logs",,,3,Professional,5
"You have an existing application which runs on your premise and currently uses a nonrelational
database. Your team has decided to move the application to cloud environment
and also the database to DynamoDB to use some of its features like scaling and data
streaming. As per the management outline, post migration, all the communication
between the application and the DynamoDB must be secure and scalable as the load will
increase in the near future. What combination can be best used to design the migration?
Select two options.",Migrate the on-premise application to the AWS EC2,"Use the HTTPS endpoint of the DynamoDB to make sure all the
communication is secure","Connect your on-premise network to AWS using the VPN to access the
DynamoDB via the VPC endpoints","Run your application using auto-scaling and provision higher read/write
capacity to the DynamoDB tables","Use the VPC gateway endpoint to connect with your DynamoDB,
provide the endpoint to your application configuration","Enable the encryption at rest option to make sure all the data stored in the
DynamoDB is secure",1 & 6,Professional,5
"To follow the new security compliances your company has hired an external auditor to
assess the security perimeter around your SaaS platform. The application is running in
multiple regions and uses the load balancers within each regions for higher availability.
The instances loads sensitive configurations from an S3 bucket at start and the DynamoDB
is used as primary database. The auditor has advised to further tighten the security groups
and NACLs based on the application requirement and use the private network instead of
using the public endpoints to access the AWS services. Your team decided to use the VPC
Endpoints as it uses the AWS internal network for all the communication, after detail
examination they realised the current architecture will not allow them to use the VPC
endpoints as it is and will require a set of modifications. Please select three valid
modifications:","Configure the DynamoDB Global Tables to replicate the data into
multi-regions","Create VPC Endpoints for S3 and DynamoDB and modify the route
tables for all the availability zones used by the auto scaling group","Use the NAT Gateway for all the egress communication to these AWS
services","Setup VPC gateway endpoint for S3 and interface endpoint for DynamoDB
to communicate with these services over the private AWS network","Use the S3 Cross Region Replication to save the configurations in the
multiple regions",,1&2&5,Professional,5
"Your organization is planning to shift one of the high-performance data analytics
application running on Linux servers purchased from the 3rd party vendor to the AWS.
Currently, the application works in an on-premise load balancer and all the data is stored
in a very large shared file system for low-latency and high throughput purpose. The
management wants minimal disruption to existing service and also wants to do stepwise
migration for easy rollback. Please select valid options from below.","Save all the data on S3 and use it as shared storage, use an application load
balancer with EC2 instances to share the processing load","Create a RAID 1 storage using EBS and run the application on EC2 with
application-level load balancers to share the processing load","Use the VPN or Direct Connect to create a link between your company
premise and AWS regional data center","Create an EFS with provisioned throughput and share the storage
between your on-premise instances and EC2 instances","Setup a Route 53 record to distribute the load between on-premise
and AWS load balancer with the weighted routing policy",,3&4&5,Professional,5
"Your solutions architect has asked you to submit an analysis report to help decide
between EFS and S3 as a distributed storage options for the new mobile application. The
application will accept images and videos from the mobile app and will store, enhance,
watermark and deliver to other users. As per the initial research, it seems the EFS will be a
suitable option as the application will be running behind a load balancer and the file
system will be shared among the instances so that the data can be delivered fast. They
have decided to use the CloudFront before the load balancer to geocache the contents
and serve it faster. Under what circumstances EFS will not be best suitable for the current
application design?
Choose 2 Options.","EFS is not redundant and will require periodic backup to ensure no data is
at a loss","The throughput of EFS increases with storage capacity, so the download
will become faster with more data","Your application will have to handle all the upload/download
processing A","Encryption in transit and at the storage level is not available. So in future, if
your application needs encryption, EFS will not the right choice.","EFS performance is dependent on storage size, under heavy load, EFS
may start to throttle unexpectedly",,3 & 5,Professional,5
"Your company runs a popular map service as a SaaS platform. Your application users are
spread across the world but not all of them are using the system heavily, so the load is
high in some of the regions but not all. The application uses the NoSQL database and runs
it on a cluster of EC2 machines and using the custom tools to replicate the data acrossdifferent regions. The current database size is around 10PB and as the popularity of the
application grows, the database is also growing rapidly. Now the application is serving
millions of requests from your SaaS platform. The management has decided to come up
with a plan to re-design the architecture both from the application availability and
infrastructure cost perspective. Please suggest the necessary changes. Select 3 Options.","Route53 with Latency based routing policy to redirect to the nearest
region and deploy the application into regions from where the heavy
load is generating","Migrate the application on S3 and use CloudFront edge locations to serve
the requests","Use DynamoDB global tables to replicate the data into multiple
regions","Deploy the ElastiCache to the regions in which DynamoDB is not
running","Use RDS with the Read Replicas into multiple regions, application servers
will use the read replicas to serve the traffic",,1&3&4,Professional,5
"You have developed a web application to collect monthly expense reports. As the nature
of the application and looking at the usage statistics it is mostly used around the last week
of the month and the first week of the month. To increase the application performance
you added a caching layer in front of the application servers, so the reports are cached
and served immediately. You started off with ElastiCache Redis with a t2 small instance.
The application has been running fine and by looking at the performance activity into the
CloudWatch, the cache hardly hits the 50% of the capacity. You want to minimize the cost
to keep the application running at minimal resources. Please select a valid option to
reduce the cost for the caching layer.","Modify the ElastiCache instance from t2 small to t2 micro, as t2 micro is
more suitable for the given requirement","Create a new ElastiCache instance with t2 micro, and terminate the t2
small instance","Migrate the application to Elastic Beanstalk to use auto-scaling and set the
desired and min capacity to 1, use the RDS and Cache layer of Beanstalk to
save the cost",Run the web application from S3 and serve with CloudFront,,,2,Professional,5
"You are an IT administrator and you are responsible for managing several on-premises
databases in VMware vSphere environments. The R&D team has just created several RDS
instances on VMware to utilize the latest AWS RDS on VMware feature. Then those new
databases can be managed by using RDS console, API and CLI. Which activities does the
Amazon RDS on VMware manage on your behalf? (Select FOUR)","The patching of the RDS on-premises operating systems and database
engines.","Automated multi-availability zone (Multi-AZ) configurations for RDS
instances in Vmware","Online backups based on retention policies of databases in RDS
VMware.","Point-in-time restore from on-premises instances and cloud backups
when needed","IP management such as a dedicated public IP has been allocated by AWS
VPC.",,1&2&3&&4,Professional,5
"You are an AWS solutions architect and are in charge of the maintenance of a RDS on
VMware database which is deployed on-premise. You have created a read replica in apsouth-
1 region to share some read traffic. The system has run smoothly for a while then
the company decides to migrate all the products to AWS including the on-premise RDS
instance. Other than that, the instance needs to have another replica in another region apsoutheast-
1. What actions should you take to fulfill this requirement?","Use Data Migration Service to migrate the on-premise database to a RDS
instance in AWS. Create a read replica in ap-southeast-1 region afterwards.","In RDS console, click “migrating the instance” to create a new RDS instance.
Then create a new read replica in the ap-southeast-1 region","Create another read replica in ap-southeast-1 region to share the read
traffic for the RDS instance on VMware. Promote the RDS read replica in
ap-south-1 to be the new RDS instance so that the original on-premise
database is migrated in AWS with a replica in ap-southeast-1.","Promote the RDS read replica in ap-south-1 to be the new RDS
instance. Create another read replica in ap-southeast-1 for this new
instance",,,4,Professional,5
"You are a development lead and your team has maintained an emailing service for the
company’s major applications. The emailing service is deployed on-premise with several
RDS on VMware databases to store users’ metadata. There is no plan to migrate the onpremise
RDS databases to AWS RDS. However you need an appropriate approach to
backup the databases to AWS so that the database can be quickly restored. Which steps
should you take to fulfill this requirement? (Select THREE)","Specify an automated backup every day to store the snapshot to S3
bucket so that the backup has high availability and durability","Configure a read-replica in the same region as the VPC that the RDS on
VMware instance connects to. Read-replica cannot be created in other
regions","Create an automated backup schedule in RDS and save the daily snapshots
to AWS Glacier for long term backup","Create a read-replica in additional region for disaster recovery as long
as the region supports RDS","Create backups by replicating the RDS on-premise instance to RDS in
AWS.",,1&4&5,Professional,5
