Question,Option1,Option2,Option3,Option4,Option5,Option6,"Correct Option
(Note:- if correct option is Option1 then insert 1)",Category Name,Marks
"Your company currently has a set of EC2 Instances hosted in AWS. The states of these
instances need to be monitored and each state change needs to be recorded. Which of
the following can help fulfill this requirement? Choose 2 collated steps from the options
given below.",Use CloudWatch logs to store the state change of the instances.,Use CloudWatch Events to monitor the state change of the events.,Use SQS to trigger a record to be added to a DynamoDB table.,Use AWS Lambda to store a change record in a DynamoDB table.,,,1 & 2,AWS Arch Associate,5
"You plan on hosting a web application on AWS. You create an EC2 Instance in a public
subnet which needs to connect to an EC2 Instance that will host an Oracle database.
Which of the following steps should be taken to ensure that a secure setup is in place?
Choose 2 answers from the choices below.","Place the EC2 Instance with the Oracle database in the same public subnet
as the Webserver for faster communication.","Place the EC2 Instance with the Oracle database in a separate private
subnet.","Create a database Security group which allows incoming traffic only
from the Web server's security group.","Ensure that the database security group allows incoming traffic from
0.0.0.0/0",,,2&3,AWS Arch Associate,5
"A company has setup an application in AWS that interacts with DynamoDB. It is required
that when an item is modified in a DynamoDB table, an immediate entry is made to the
associating application. How can this be accomplished? Choose 2 answers from the
choices below.","Setup CloudWatch to monitor the DynamoDB table for changes. Then
trigger a Lambda function to send the changes to the application.","Setup CloudWatch logs to monitor the DynamoDB table for changes. Then
trigger AWS SQS to send the changes to the application.","Use DynamoDB streams to monitor the changes to the DynamoDB
table.","Trigger a lambda function to make an associated entry in the
application as soon as the DynamoDB streams are modified",,,3&4,AWS Arch Associate,5
"A company has a set of web servers. It is required to ensure that all the logs from these
web servers can be analyzed in real time for any sort of threat detection. Which of the
following would assist in this regard?","Upload all the logs to the SQS Service and then use EC2 Instances to scan
the logs.","Upload the logs to Amazon Kinesis and then analyze the logs
accordingly.",Upload the logs to CloudTrail and then analyze the logs accordingly.,Upload the logs to Glacier and then analyze the logs accordingly.,,,2,AWS Arch Associate,5
"A company is building a Two-Tier web application to serve dynamic transaction-based
content. The Data Tier uses an Online Transactional Processing (OLTP) database. What
services should you leverage to enable an elastic and scalable Web Tier?","Elastic Load Balancing, Amazon EC2, and Auto Scaling","Elastic Load Balancing, Amazon RDS with Multi-AZ, and Amazon S3",Amazon RDS with Multi-AZ and Auto Scaling,"Amazon EC2, Amazon Dynamo DB, and Amazon S3",,,1,AWS Arch Associate,5
"Your company is planning on using Route 53 as the DNS provider. There is a need to
ensure that the company's domain name points to an existing CloudFront distribution.
How can this be achieved?",Create an Alias record which points to the CloudFront distribution.,Create a host record which points to the CloudFront distribution.,Create a CNAME record which points to the CloudFront distribution.,Create a Non-Alias Record which points to the CloudFront distribution.,,,1,AWS Arch Associate,5
"A company has a workflow that sends video files from their on-premises system to AWS
for transcoding. They use EC2 worker instances to pull transcoding jobs from SQS. Why is
SQS an appropriate service for this scenario?",SQS guarantees the order of the messages.,SQS synchronously provides transcoding output.,SQS checks the health of the worker instances.,SQS helps to facilitate horizontal scaling of encoding tasks.,,,4,AWS Arch Associate,5
"A company is planning to use the AWS ECS service to work with containers. There is a
need for the least amount of administrative overhead while launching containers. How can
this be achieved?",Use the Fargate launch type in AWS ECS.,Use the EC2 launch type in AWS ECS.,Use the Auto Scaling launch type in AWS ECS.,Use the ELB launch type in AWS ECS.,,,1,AWS Arch Associate,5
"You have created an AWS Lambda function that will write data to a DynamoDB table.
Which of the following must be in place to ensure that the Lambda function can interact
with the DynamoDB table?","Ensure an IAM Role is attached to the Lambda function which has the
required DynamoDB privileges.","Ensure an IAM User is attached to the Lambda function which has the
required DynamoDB privileges.",Ensure the Access keys are embedded in the AWS Lambda function.,Ensure the IAM user password is embedded in the AWS Lambda function.,,,1,AWS Arch Associate,5
"You are designing a system which needs at minimum, 8 m4.large instances operating to
service traffic. While designing a system for high availability in the us-east-1 region having
6 Availability Zones, your company needs to be able to handle the death of a full
availability zone. How should you distribute the servers to save as much cost as possible,
assuming all of the EC2 nodes are properly linked to an ELB? Your VPC account can utilize
us-east-1’s AZs a through f, inclusive.","3 servers in each of AZs a through d, inclusive.",8 servers in each of AZs a and b.,"2 servers in each of AZs a through e, inclusive.","4 servers in each of AZs a through c, inclusive.",,,3,AWS Arch Associate,5
"An organization has a requirement to store 10TB worth of scanned files. They are required
to have a search application in place to search through the scanned files.
Which of the below mentioned options is ideal for implementing the search facility?","Use S3 with reduced redundancy to store and serve the scanned files.
Install a commercial search application on EC2 Instances and configure
with Auto-Scaling and an ElasticLoad Balancer.","Model the environment using CloudFormation. Use an EC2 instance
running Apache webserver and an open source search application, stripe
multiple standard EBSvolumes together to store the scanned files with a
search index.","Use S3 with standard redundancy to store and serve the scanned files.
Use CloudSearch for query processing, and use Elastic Beanstalk to
host the website across multiple Availability Zones.","Use a single-AZ RDS MySQL instance to store the search index for the
scanned files and use an EC2 instance with a custom application to search
based on the index.",,,3,AWS Arch Associate,5
"An application currently writes a large number of records to a DynamoDB table in one
region. There is a requirement for a secondary application to retrieve new records written
to the DynamoDB table every 2 hours and process the updates accordingly. Which of the
following is an ideal way to ensure that the secondary application gets the relevant
changes from the DynamoDB table?","Insert a timestamp for each record and then scan the entire table for the
timestamp as per the last 2 hours.","Create another DynamoDB table with the records modified in the last 2
hours.","Use DynamoDB Streams to monitor the changes in the DynamoDB
table.",Transfer records to S3 which were modified in the last 2 hours.,,,3,AWS Arch Associate,5
"You need to ensure that data stored in S3 is encrypted but do not want to manage the
encryption keys. Which of the following encryption mechanisms can be used in this case?",SSE-S3,SSE-C,SSE-KMS,SSE-SSL,,,1,AWS Arch Associate,5
"You work as an architect for a company. An application is going to be deployed on a set of
EC2 instances in a private subnet of VPC. You need to ensure that IT administrators can
securely administer the instances in the private subnet. How can you accomplish this?","Create a NAT gateway, ensure SSH access is provided to the NAT gateway.
Access the Instances via the NAT gateway.","Create a NAT instance in a public subnet, ensure SSH access is provided to
the NAT instance. Access the Instances via the NAT instance.","Create a bastion host in the private subnet. Make IT admin staff use this as
a jump server to the backend instances.","Create a bastion host in the public subnet. Make IT admin staff use this
as a jump server to the backend instances.",,,4,AWS Arch Associate,5
"You're an architect for your company. Your IT admin staff needs access to newly created
EC2 Instances for administrative purposes. Which of the following needs to be done to
ensure that the IT admin staff can successfully connect via port 22 on to the EC2 Instances","Adjust Security Group to permit egress traffic over TCP port 443 from your
IP.",Configure the IAM role to permit changes to security group settings.,"Modify the instance security group to allow ingress of ICMP packets from
your IP.","Adjust the instance’s Security Group to permit ingress traffic over port
22.",Apply the most recently released Operating System security patches.,,4,AWS Arch Associate,5
"An application consists of a fleet of EC2 Instances. These Instances are launched in the
Oregon region which consists of 3 availability zones (us-west-2a, us-west-2b, us-west-2c).
This application needs 6 Instances running at all times. As an architect you need to
distribute the instances in such a way that the application could still maintain its capacity if
any one availability zone were to go down. Also, you need to ensure that the cost is kept
to a minimum? Which of the following configurations would you consider?","6 Instances running in us-west-2a, 6 Instances running in us-west-2b, 6
Instances running in us-west-2c","3 Instances running in us-west-2a, 3 Instances running in us-west-2b, 3
Instances running in us-west-2c","4 Instances running in us-west-2a, 2 Instances running in us-west-2b, 2
Instances running in us-west-2c","6 Instances running in us-west-2a, 3 Instances running in us-west-2b, 3
Instances running in us-west-2c",,,2,AWS Arch Associate,5
"A company has an application defined with the following architecture

Which of the following would help architect an operationally excellent architecture?

","Create an SQS queue to store the information for Video uploads. Spin up
the processing servers via an Autoscaling Group. Ensure the Group scales
based on the Memory utilization of the underlying processing servers","Create an SQS queue to store the information for Video uploads. Spin
up the processing servers via an Autoscaling Group. Ensure the Group
scales based on the size of the queue","Create an SNS topic to store the information for Video uploads. Spin up the
processing servers via an Autoscaling Group. Ensure the Group scales
based on the Memory utilization of the underlying processing servers","Create an SNS topic to store the information for Video uploads. Spin up the
processing servers via an Autoscaling Group. Ensure the Group scales
based on the size of the queue messages",,,2,AWS Arch Associate,5
"A company has an Amazon Aurora cluster setup. They have setup a Lambda function
which needs to insert records into a DynamoDB table. The Amazon Aurora cluster needs
to invoke the Lambda as a stored procedure. Which of the following need to be in place
for this setup to work. Choose 2 answers from the options given below","Ensure that the Lambda function has an IAM Role assigned to it which can
be used to invoke functions on Amazon Aurora","Ensure that the Amazon Aurora cluster has an IAM Role which allows it
to invoke Lambda functions","Allow the Lambda function to allow outbound communication to Amazon
Aurora","Allow the Amazon Aurora cluster to allow outbound communication to
the Lambda function",,,2&4,AWS Arch Associate,5
"Your team has been instructed to develop an application that will make use of a
DynamoDB table. During the design stage, you have to provide inputs to ensure that an
optimal strategy is employed for a high read and write expectancy on the underlying
DynamoDB table. Which of the following would you consider?",Consider a lesser number of partition keys for the underlying table,"Use partition keys with a large number of distinct values for the
underlying table","Use partition keys with a small number of distinct values for the underlying
table",Use partition keys with the number data type only,,,2,AWS Arch Associate,5
"A company is planning to store sensitive documents in an S3 bucket. They want to ensure
that documents are encrypted at rest. They want to ensure they manage the underlying
keys which are used for encryption but not the encryption/decryption process. Which of
the following can be used for this purpose? Choose 2 answers from the options given
below",Use S3 server-side encryption with Customer keys,Use S3 client-side encryption,Use S3 server-side encryption with AWS managed keys,"Use S3 server-side encryption with AWS KMS keys with Key policy
document of size 40kb.","Use S3 server-side encryption with AWS KMS keys with the keys
uploaded by the company to KMS",,1&5,AWS Arch Associate,5
"Your organization already had a VPC(10.10.0.0/16) setup with one public(10.10.1.0/24) and
two private subnets – private subnet 1 (10.10.2.0/24) and private subnet 2 (10.10.3.0/24).
The public subnet has the main route table and two private subnets have two different
route tables respectively. AWS sysops team reports a problem stating the EC2 instance in
private subnet 1 cannot communicate to RDS MySQL database which is on private subnet
2. What are the possible reasons? (choose 2 options)","One of the private subnet route table’s local route has been changed to
restrict access only within the subnet IP range.","RDS security group inbound rule is incorrectly configured with
10.10.1.0/24 instead of 10.10.2.0/24.","10.10.3.0/24 subnet's NACL is modified to deny inbound on port
3306 from subnet 10.10.2.0/24","RDS Security group outbound does not contain a rule for ALL traffic or port
3306 for 10.10.2.0/24 IP range.",,,2&3,AWS Arch Associate,5
"Your company is planning on setting up an application that will consist of a presentation
layer and a datastore in DynamoDB. The data in DynamoDB will only used frequently
within the week in which the data is inserted. After a week, the data would tend to become
stale. But the stale data would need to be available on durable storage for future analysis
on historical data. Which of the following would be the ideal implementation steps for this
sort of architecture? Choose 2 answers from the options given below","Setup DynamoDB tables. Scan the tables for older data and transfer them
to another DynamoDB table.","Setup DynamoDB tables on a weekly basis. Ensure the most recent
week table has a higher throughput setup.","Use the AWS Data Pipeline service to transfer the older data to EBS
volumes","Use the AWS Data Pipeline service to transfer the older data to
Amazon S3",,,2&4,AWS Arch Associate,5
"You have created an S3 bucket in us-east-1 region with default configuration. You are
located in Asia and deleted an object in the bucket using AWS CLI. However, when you
tried to list the objects in the bucket, you still see the object you deleted. You are even
able to download the object. What could have caused this behaviour?",Cross region deletes are not supported by AWS,AWS provides eventual consistency for DELETES.,AWS keeps copy of deleted object for 7 days in STANDARD storage.,AWS provides strong consistency for DELETES.,,,2,AWS Arch Associate,5
"You are designing a web application that stores static assets in an Amazon S3 bucket. You
expect this bucket to immediately receive over 400 requests with a mix of
GET/PUT/DELETE per second. What should you do to ensure optimal performance?",Amazon S3 will automatically manage performance at this scale.,Add a random prefix to the key names.,"Use a predictable naming scheme, such as sequential numbers or date
time sequences, in the key names.",Use multi-part upload.,,,1,AWS Arch Associate,5
"You created a bucket named “myfirstwhizbucket” in US West region. What are valid URLs
for accessing the bucket? (Choose 2 options)",https://myfirstwhizbucket.s3.us-west-1.amazonaws.com,https://s3.myfirstwhizbucket.us-west-1.amazonaws.com,https://s3.us-west-1.amazonaws.com/myfirstwhizbucket,https://s3-us-west-1-amazonaws.com/myfirstwhizbucket,https://s3.amazonaws.com/myfirstwhizbucket,,1&3,AWS Arch Associate,5
"You have an AWS setup with an existing VPC in us-east-1. You have a fleet of 20 EC2
instances which are attached to EFS with mount targets on all existing VPC’s availability
zones. Your organization had requested you to replicate the same setup in another VPC
within us-east-1 keeping same EFS volume. How will you achieve this?","Attach new VPC to existing EFS, create new mount targets for new VPC
and mount EFS on EC2 instances within new VPC","Create a new VPC. Establish a VPC peering connection between the
VPCs. Use the instances that are created in the new VPC to access the
already existing EFS with mount targets","EFS is available for all VPCs within a region by default. Mount EFS on new
EC2 instances and configure EFS security group to allow inbound traffic.","EFS can be used only within one VPC at a time. You need to launch EC2
instances in existing VPC.",,,2,AWS Arch Associate,5
"Your Operations department is using an incident based application hosted on a set of EC2
Instances. These instances are placed behind an Auto Scaling Group to ensure the right
number of instances are in place to support the application. The Operations department
has expressed dissatisfaction with regard to poor application performance at 9:00 AM
each day. However, it is also noted that the system performance returns to optimal at 9:45
AM.
What can be done to ensure that this issue gets fixed?","Create another Dynamic Scaling Policy to ensure that the scaling happens
at 9:00 AM.",Add another Auto Scaling group to support the current one.,Change the Cool Down Timers for the existing Auto Scaling Group.,Add a Scheduled Scaling Policy at 8:30 AM.,,,4,AWS Arch Associate,5
"Your organization had built a video sharing website on EC2 within US for which S3 bucket
in us- east-1 is used to store the video files. The website has been receiving very good
feedback and your organization decided to expand the website all over the world.
However, customers in Europe and Asia started to complain that website access, upload
and download of videos files are slow. How can you resolve the issue? (choose 2 options)","Use CloudFront for improving the performance on website by caching
static files.","Use VPC Endpoints in Europe and Asia regions to improve S3 uploads and
downloads.","Enable Transfer Acceleration feature on S3 bucket which uses AWS
edge locations to improve upload and download speeds.","Change your application design to provision higher-memory configuration
EC2 instances and process S3 requests through EC2.",,,1&3,AWS Arch Associate,5
"You are building a content serving web application with 20 EC2 instances load balanced.
For all the instances, content storage remains the same. You have chosen AWS EFS to act
as common storage repository. Your application need to have as low latency as possible
when serving content to the web users. Which of the following option would you choose
and why?","Performance mode = General Purpose, AWS can handle performance with
general purpose mode till 10s of EC2 instances.","Performance mode = General Purpose, provides low-latency access to
EFS.","Performande mode = Max I/O, provides better performance when sharing
EFS across more than 10 EC2 instances.","Performance mode = Max I/O, provides low-latency access to EFS.",,,2,AWS Arch Associate,5
"You are building a content serving web application on 5 EC2 instances load balanced.
Total content size stored may not exceed 25 GB. You have chosen EFS for content
storage. The content is accessed frequently by large number of users. Which throughput
mode would you choose inorder to make sure that application on EC2 instances to EFS
data transfer will not have performance bottleneck?","Throughput mode = Bursting, provides a consistent high throughput for
smaller data sizes.","Throughput mode = Bursting, automatically bursts throughput based on the
requests irrespective of EFS data size","Throughput mode = Provisioned, you can configure specific throughput irrespective","Throughput mode = Provisioned, AWS provisions high throughput for
smaller data sizes and vice versa.",,,3,AWS Arch Associate,5
"An application reads and writes objects to an S3 bucket. When the application is fully
deployed, the read/write traffic is expected to be 5,000 requests per second for the
addition of data and 7,000 requests per second to retrieve data.
How should the architect maximize the Amazon S3 performance?","Use as many S3 prefixes as you need in parallel to achieve the required
throughput.",Use the STANDARD_IA storage class.,"Prefix each object name with a hex hash key along with the current
date.",Enable versioning on the S3 bucket.,,,3,AWS Arch Associate,5
"A retailer exports data daily from its transactional databases into an S3 bucket in the
Sydney region. The retailer's Data Warehousing team wants to import this data into an
existing Amazon Redshift cluster in their VPC at Sydney. Corporate security policy
mandates that data can only be transported within a VPC.
What combination of the following steps will satisfy the security policy?
Choose 2 answers from the options given below.",Enable Amazon Redshift Enhanced VPC Routing.,"Create a Cluster Security Group to allow the Amazon Redshift cluster to
access Amazon S3.","Create a NAT gateway in a public subnet to allow the Amazon Redshift
cluster to access Amazon S3.",Create and configure an Amazon S3 VPC endpoint.,,,1&4,AWS Arch Associate,5
"A company has an application hosted in AWS. This application consists of EC2 Instances
which sit behind an ELB. The following are requirements from an administrative
perspective:a) Ensure notifications are sent when the read requests go beyond 1000 requests per
minute
b) Ensure notifications are sent when the latency goes beyond 10 seconds
c) Any API activity which calls for sensitive data should be monitored
Which of the following can be used to satisfy these requirements? Choose 2 answers from
the options given below.",Use CloudTrail to monitor the API Activity.,Use CloudWatch logs to monitor the API Activity.,"Use CloudWatch metrics for the metrics that need to be monitored as
per the requirement and set up an alarm activity to send out
notifications when the metric reaches the set threshold limit.","Use custom log software to monitor the latency and read requests to the
ELB.",,,1&3,AWS Arch Associate,5
"A company is planning to use Docker containers and necessary container orchestration
tools for their batch processing requirements. There is a requirement for batch processing
for both critical and non-critical data. Which of the following is the best implementation
step for this requirement, to ensure that cost is effectively managed?","Use Kubernetes for container orchestration and Reserved instances for all
underlying instances.",Use ECS orchestration and Reserved Instances for all underlying instances.,"Use Docker for container orchestration and a combination of Spot and
Reserved Instances for the underlying instances.","Use ECS for container orchestration and a combination of Spot and
Reserved Instances for the underlying instances.",,,4,AWS Arch Associate,5
"An EC2 Instance hosts a Java based application that accesses a DynamoDB table. This EC2
Instance is currently serving production users. Which of the following is a secure way for
the EC2 Instance to access the DynamoDB table?","Use IAM Roles with permissions to interact with DynamoDB and assign
it to the EC2Instance.","Use KMS Keys with the right permissions to interact with DynamoDB and
assign it tothe EC2 Instance.","Use IAM Access Keys with the right permissions to interact with DynamoDB
and assignit to the EC2 Instance.","Use IAM Access Groups with the right permissions to interact with
DynamoDB andassign it to the EC2 Instance.",,,1,AWS Arch Associate,5
"A Solutions Architect is designing an online shopping application running in a VPC on EC2
Instances behind an ELB Application Load Balancer. The instances run in an Auto Scaling
group across multiple Availability Zones. The application tier must read and write data to a
customer managed database cluster. There should be no access to the database from the
Internet, but the cluster must be able to obtain software patches from the Internet. Which
VPC design meets these requirements?",Public subnets for both the application tier and the database cluster,"Public subnets for the application tier, and private subnets for the database
cluster","Public subnets for the application tier and NAT Gateway, and private
subnets for the database cluster","Public subnets for the application tier, and private subnets for the database
cluster and NAT Gateway",,,3,AWS Arch Associate,5
"You have a set of on-premises virtual machines used to serve a web-based application.
You need to ensure that a virtual machine if unhealthy is taken out of the rotation. which ofthe following option can be used for health checking and DNS failover features for a web
application running behind ELB, to increase redundancy and availability.",Use Route 53 health checks to monitor the endpoints.,Move the solution to AWS and use a Classic Load Balancer.,Move the solution to AWS and use an Application Load Balancer.,Move the solution to AWS and use a Network Load Balancer.,,,1,AWS Arch Associate,5
"You have an EC2 Instance placed inside a subnet. You have created the VPC from scratch,
and added the EC2 Instance to the subnet. It is required to ensure that this EC2 Instance
has complete access to the Internet, since it will be used by users on the Internet.
Which of the following options would help accomplish this?",Launch a NAT Gateway and add routes for 0.0.0.0/0,Attach a VPC Endpoint and add routes for 0.0.0.0/0,Attach an Internet Gateway and add routes for 0.0.0.0/0,Deploy NAT Instances in a public subnet and add routes for 0.0.0.0/0,,,3,AWS Arch Associate,5
"A company has a lot of data hosted on their On-premises infrastructure. Running out of
storage space, the company wants a quick win solution using AWS. Which of the following
would allow easy extension of their data infrastructure to AWS?",The company could start using Gateway Cached Volumes.,The company could start using Gateway Stored Volumes.,The company could start using the Simple Storage Service.,The company could start using Amazon Glacier.,,,1,AWS Arch Associate,5
"A company plans on deploying a batch processing application in AWS. Which of the
following is an ideal way to host this application? Choose 2 answers from the options
below. Each answer forms a part of the solution.",Copy the batch processing application to an ECS Container.,Create a docker image of your batch processing application.,Deploy the image as an Amazon ECS task.,Deploy the container behind the ELB.,,,2&3,AWS Arch Associate,5
"Your company has a set of applications that make use of Docker containers used by the
Development team. There is a need to move these containers to AWS. Which of the
following methods could be used to set up these Docker containers in a separate
environment in AWS?","Create EC2 Instances, install Docker and then upload the containers.","Create EC2 Container registries, install Docker and then upload the
containers.","Create an Elastic Beanstalk environment with the necessary Docker
containers.","Create EBS Optimized EC2 Instances, install Docker and then upload the
containers.",,,3,AWS Arch Associate,5
"You have a business-critical two-tier web application currently deployed in 2 Availability
Zones in a single region, using Elastic Load Balancing and Auto Scaling. The app depends
on synchronous replication at the database layer. The application needs to remain fully
available even if one application AZ goes offline and if Auto Scaling cannot launch new
instances in the remaining AZ. How can the current architecture be enhanced to ensure
this?","Deploy in 2 regions using Weighted Round Robin with Auto Scaling
minimums set at 50%peak load per region.","Deploy in 3 AZ with Auto Scaling minimum set to handle 33 percent peak
load per zone.","Deploy in 3 AZ with Auto Scaling minimum set to handle 50 percent
peak load per zone.","Deploy in 2 regions using Weighted Round Robin with Auto Scaling
minimums set at 100%peak load per region.",,,3,AWS Arch Associate,5
"A company is hosting a MySQL database in AWS using the AWS RDS service. To offload
the reads, a Read Replica has been created and reports are run off the Read Replica
database. But at certain times, the reports show stale data. Why may this be the case?",The Read Replica has not been created properly.,The backup of the original database has not been set properly.,This is due to the replication lag.,The Multi-AZ feature is not enabled.,,,3,AWS Arch Associate,5
"Your app uses AWS Cognito Identity for authentication and stores user profiles in a User
Pool. To expand the availability and ease of signing in to the app, your team is requesting
advice on allowing the use of OpenID Connect (OIDC) identity providers as additional
means of authenticating users and saving the user profile information. What is your
recommendation on OIDC identity providers?","This is supported, along with social and SAML based identity
providers.","This is not supported, only social identity providers can be integrated into
User Pools","If you want OIDC identity providers, then you must include SAML and social
based support as well","It’s too much effort to add non-Cognito authenticated user information to a
User Pool",,,1,AWS Arch Associate,5
"A company has a Redshift cluster for petabyte-scale data warehousing. The data within
the cluster is easily reproducible from additional data stored on Amazon S3. The company
wants to reduce the overall total cost of running this Redshift cluster. Which scenario
would best meet the needs of the running cluster, while still reducing total overall
ownership of the cluster? Choose the correct answer from the options below.","Instead of implementing automatic daily backups, write a CLI script that
creates manualsnapshots every few days. Copy the manual snapshot to a
secondary AWS regionfor disaster recovery situations.","Enable automated snapshots but set the retention period to a lower
number to reducestorage costs.","Implement daily backups, but do not enable multi-region copy to save data
transfer costs.",Disable automated and manual snapshots on the cluster.,,,4,AWS Arch Associate,5
"A company is worried about the EBS volume hosted in AWS and wants to ensure that

redundancy is achieved for the same. What must be done to achieve this in a cost-
effective manner?","Nothing, since by default, EBS Volumes are replicated within their
Availability Zones. ",Copy the data to S3 bucket for data redundancy.,Create EBS Snapshots in another Availability Zone for data redundancy.,Copy the data to a DynamoDB table for data redundancy.,,,1,AWS Arch Associate,5
"A concern raised in your company is that developers could potentially delete production-
based EC2 resources. As a Cloud Admin, which of the below options would you choose to

help alleviate this concern? Choose 2 options.","Tag the production instances with production-identifying tag and add
resource-level permissions to the developers with an explicit deny on
the terminate API call to instances with the production tag.","Create a separate AWS account and move the developers to that
account.","Modify the IAM policy on the production users to require MFA before
deleting EC2 instances, and disable MFA access to the employee.","Modify the IAM policy on the developers to require MFA before deleting
EC2 instances.",,,1&2,AWS Arch Associate,5
"You plan on hosting a web application consisting of a web server and a database server.
These servers are going to be hosted on different EC2 Instances in different subnets in a
VPC. Which of the following can be used to ensure that the database server only allows
traffic from the web server?",Make use of Security Groups.,Make use of VPC Flow Logs.,Make use of Network Access Control Lists.,Make use of IAM Roles.,,,1,AWS Arch Associate,5
